,id,mean,size,label,weight
995,996,5825,225226,1,100
996,997,6071,184904,1,100
997,998,6059,202197,1,100
998,999,6266,193822,1,100
999,1000,30495,543451,1,100
1000,1001,6140,205777,1,100
1001,1002,2512,379576,0,100
1002,1003,2585,483145,0,100
1003,1004,2609,686393,0,100
1004,1005,2163,256394,0,100
1005,1006,3810,180567,1,100
1006,1007,3794,180567,1,100
1007,1008,3800,180567,1,100
1008,1009,5546,220999,1,100
1009,1010,5926,228683,1,100
1010,1011,6356,191470,1,100
1011,1012,6193,208064,1,100
1012,1013,6473,196661,1,100
1013,1014,31041,556797,0,100
1014,1015,6205,212532,1,100
1015,1016,2516,386751,0,100
1016,1017,2620,505986,0,100
1017,1018,2654,708537,0,100
1018,1019,2173,261568,0,100
1019,1020,3867,188525,1,100
1020,1021,3826,188525,1,100
1021,1022,3877,188525,1,100
1022,1023,5584,225493,1,100
1023,1024,5987,232256,1,100
1024,1025,6459,197260,1,100
1025,1026,6331,214335,1,100
1026,1027,6525,198938,1,100
1027,1028,31972,559344,1,100
1028,1029,6323,218847,1,100
1029,1030,2533,392405,0,100
1030,1031,2608,515207,0,100
1031,1032,2675,723201,0,100
1032,1033,2173,266103,0,100
1033,1034,3869,195758,1,100
1034,1035,3880,195758,1,100
1035,1036,3905,195758,1,100
1036,1037,5695,228783,1,100
1037,1038,6096,236559,1,100
1038,1039,6407,200359,1,100
1039,1040,6457,218375,1,100
1040,1041,6648,202346,1,100
1041,1042,33068,574681,1,100
1042,1043,6781,222973,1,100
1043,1044,2590,398888,0,100
1044,1045,2684,500049,0,100
1045,1046,2825,736522,0,100
1046,1047,2315,270326,0,100
1047,1048,4180,201114,1,100
1048,1049,4099,201114,1,100
1049,1050,4023,201114,1,100
1050,1051,5968,231223,1,100
1051,1052,6425,239699,1,100
1052,1053,6747,206582,1,100
1053,1054,6814,224274,1,100
1054,1055,6893,205527,1,100
1055,1056,35131,577471,0,100
1056,1057,6714,229812,1,100
1057,1058,2755,405586,0,100
1058,1059,2890,495788,0,100
1059,1060,2950,750618,0,100
1060,1061,2365,274919,0,100
1061,1062,3990,206126,1,100
1062,1063,3943,206126,1,100
1063,1064,4153,206126,1,100
1064,1065,1830,32713,0,100
1065,1066,1841,36346,0,100
1066,1067,1698,32371,0,100
1067,1068,1803,32643,0,100
1068,1069,1883,36865,0,100
1069,1070,1811,116900,0,100
1070,1071,1733,33698,0,100
1071,1072,1878,44023,0,100
1072,1073,1844,48048,0,100
1073,1074,1833,93629,0,100
1074,1075,1850,36317,0,100
1075,1076,1848,26815,0,100
1076,1077,1872,26815,1,100
1077,1078,1841,26815,0,100
1078,1079,1845,34249,0,100
1079,1080,1852,37914,0,100
1080,1081,1864,34040,0,100
1081,1082,1871,34661,0,100
1082,1083,1848,38431,0,100
1083,1084,1842,144461,0,100
1084,1085,1843,35261,0,100
1085,1086,1840,46443,0,100
1086,1087,1869,48681,0,100
1087,1088,1864,96212,0,100
1088,1089,1856,38486,0,100
1089,1090,1845,28600,0,100
1090,1091,1864,28600,0,100
1091,1092,1846,28600,0,100
1092,1093,1847,35852,0,100
1093,1094,1846,39767,0,100
1094,1095,1834,35554,0,100
1095,1096,1848,36089,0,100
1096,1097,1859,40173,0,100
1097,1098,1867,152779,0,100
1098,1099,1840,36866,0,100
1099,1100,1855,49197,0,100
1100,1101,1878,57044,0,100
1101,1102,1859,104707,0,100
1102,1103,1840,40562,0,100
1103,1104,1848,29603,0,100
1104,1105,1842,29603,0,100
1105,1106,1845,29603,0,100
1106,1107,1843,38802,0,100
1107,1108,1854,41574,0,100
1108,1109,1846,37311,0,100
1109,1110,1830,37833,0,100
1110,1111,1835,41736,0,100
1111,1112,1857,153840,0,100
1112,1113,1862,38770,0,100
1113,1114,1869,51638,1,100
1114,1115,1846,60597,0,100
1115,1116,1846,110942,0,100
1116,1117,1848,42849,0,100
1117,1118,1842,30376,0,100
1118,1119,1833,30376,0,100
1119,1120,1841,30376,0,100
1120,1121,1843,39947,0,100
1121,1122,1851,43375,0,100
1122,1123,1899,38924,0,100
1123,1124,1836,39496,0,100
1124,1125,1867,43373,0,100
1125,1126,1861,160171,0,100
1126,1127,1856,40469,0,100
1127,1128,1841,54525,0,100
1128,1129,1840,62819,0,100
1129,1130,1827,115089,0,100
1130,1131,1832,44725,0,100
1131,1132,1841,32445,0,100
1132,1133,1858,32445,0,100
1133,1134,1855,32445,0,100
1134,1135,1837,42386,0,100
1135,1136,1847,45187,0,100
1136,1137,1842,41151,0,100
1137,1138,1860,41404,0,100
1138,1139,1840,45463,0,100
1139,1140,1848,150545,0,100
1140,1141,1854,42499,0,100
1141,1142,1855,57119,0,100
1142,1143,1856,61096,0,100
1143,1144,1859,121969,0,100
1144,1145,1851,47048,0,100
1145,1146,1835,34271,0,100
1146,1147,1871,34271,0,100
1147,1148,1854,34271,0,100
1148,1149,1852,45036,0,100
1149,1150,1842,47073,0,100
1150,1151,1857,42805,0,100
1151,1152,1839,43229,0,100
1152,1153,1835,47038,0,100
1153,1154,1826,180896,0,100
1154,1155,1830,44446,0,100
1155,1156,1833,60025,0,100
1156,1157,1856,71828,0,100
1157,1158,1850,129088,0,100
1158,1159,1865,48984,0,100
1159,1160,1836,35749,0,100
1160,1161,1843,35749,0,100
1161,1162,1847,35749,0,100
1162,1163,1834,45786,0,100
1163,1164,1846,48739,0,100
1164,1165,1862,44929,0,100
1165,1166,1844,45327,0,100
1166,1167,1850,48850,0,100
1167,1168,1851,184327,0,100
1168,1169,1847,46518,0,100
1169,1170,1826,63201,0,100
1170,1171,1862,76225,0,100
1171,1172,1840,134636,0,100
1172,1173,1842,51263,0,100
1173,1174,1848,37218,0,100
1174,1175,1851,37218,0,100
1175,1176,1851,37218,0,100
1176,1177,1855,47382,0,100
1177,1178,1835,50796,0,100
1178,1179,1896,46750,0,100
1179,1180,1702,47267,0,100
1180,1181,1702,50709,0,100
1181,1182,1684,199765,0,100
1182,1183,1694,48588,0,100
1183,1184,1677,65780,0,100
1184,1185,1677,79955,0,100
1185,1186,1679,141575,0,100
1186,1187,1671,53590,0,100
1187,1188,1685,39071,0,100
1188,1189,1686,39071,0,100
1189,1190,1705,39071,0,100
1190,1191,1682,50387,0,100
1191,1192,1678,52736,0,100
1192,1193,1671,48818,0,100
1193,1194,1670,49498,0,100
1194,1195,1675,52555,0,100
1195,1196,1674,207909,0,100
1196,1197,1675,50847,0,100
1197,1198,1664,69005,0,100
1198,1199,1670,84271,0,100
1199,1200,1682,149351,0,100
1200,1201,1665,56016,0,100
1201,1202,1684,41127,0,100
1202,1203,1678,41127,0,100
1203,1204,1683,41127,0,100
1204,1205,1683,52055,0,100
1205,1206,1671,54547,0,100
1206,1207,1673,50672,0,100
1207,1208,1684,51498,0,100
1208,1209,1673,54430,0,100
1209,1210,1676,204688,0,100
1210,1211,1672,52676,0,100
1211,1212,1678,72340,0,100
1212,1213,1662,87558,0,100
1213,1214,1682,155443,0,100
1214,1215,1683,58478,0,100
1215,1216,1681,42406,0,100
1216,1217,1690,42406,0,100
1217,1218,1675,42406,1,100
1218,1219,1695,54700,0,100
1219,1220,1669,56846,0,100
1220,1221,1686,52635,1,100
1221,1222,1670,53584,0,100
1222,1223,1678,55985,0,100
1223,1224,1685,224055,0,100
1224,1225,1693,54716,0,100
1225,1226,1670,75256,0,100
1226,1227,1697,93441,0,100
1227,1228,1668,162986,0,100
1228,1229,1683,60826,0,100
1229,1230,1663,44557,0,100
1230,1231,1686,44557,0,100
1231,1232,1685,44557,0,100
1232,1233,1671,56237,0,100
1233,1234,1682,58803,0,100
1234,1235,1673,54933,0,100
1235,1236,1684,55779,0,100
1236,1237,1686,58559,0,100
1237,1238,1697,228871,0,100
1238,1239,1719,57527,0,100
1239,1240,1724,78852,0,100
1240,1241,1748,97732,0,100
1241,1242,1740,171269,0,100
1242,1243,1736,63689,0,100
1243,1244,1729,46767,0,100
1244,1245,1732,46767,0,100
1245,1246,1730,46767,0,100
1246,1247,1733,58936,0,100
1247,1248,1734,60761,0,100
1248,1249,1732,57070,0,100
1249,1250,1810,57392,0,100
1250,1251,1723,60327,0,100
1251,1252,1785,238574,0,100
1252,1253,1727,59532,0,100
1253,1254,1735,81577,0,100
1254,1255,1734,101525,0,100
1255,1256,1717,177940,0,100
1256,1257,1729,65644,0,100
1257,1258,1742,48419,0,100
1258,1259,1743,48419,0,100
1259,1260,1737,48419,0,100
1260,1261,1744,61604,0,100
1261,1262,1733,62868,0,100
1262,1263,1728,59212,0,100
1263,1264,1727,59748,0,100
1264,1265,1726,61971,0,100
1265,1266,1757,246673,0,100
1266,1267,1731,61789,0,100
1267,1268,1744,85222,0,100
1268,1269,1750,106936,0,100
1269,1270,1723,185875,0,100
1270,1271,1744,68177,0,100
1271,1272,1734,50424,0,100
1272,1273,1734,50424,0,100
1273,1274,1743,50424,0,100
1274,1275,1736,63942,0,100
1275,1276,1736,65032,0,100
1276,1277,1749,61377,0,100
1277,1278,1722,62296,0,100
1278,1279,1743,63723,0,100
1279,1280,1728,249283,0,100
1280,1281,1739,64118,0,100
1281,1282,1728,88570,0,100
1282,1283,1738,111191,0,100
1283,1284,1736,193561,0,100
1284,1285,1737,70737,0,100
1285,1286,1735,52242,0,100
1286,1287,1737,52242,0,100
1287,1288,1748,52242,0,100
1288,1289,1742,65284,0,100
1289,1290,1740,67153,0,100
1290,1291,1737,62889,0,100
1291,1292,1743,63595,0,100
1292,1293,1729,65538,0,100
1293,1294,1739,258640,0,100
1294,1295,1724,65797,0,100
1295,1296,1735,92079,0,100
1296,1297,1734,113325,0,100
1297,1298,1746,201797,0,100
1298,1299,1738,73236,0,100
1299,1300,1724,53406,0,100
1300,1301,1756,53406,0,100
1301,1302,1719,53406,0,100
1302,1303,1743,67558,0,100
1303,1304,1727,69180,0,100
1304,1305,1749,64831,0,100
1305,1306,1742,65698,0,100
1306,1307,1763,68097,0,100
1307,1308,1736,265875,0,100
1308,1309,1726,67454,0,100
1309,1310,1713,95765,0,100
1310,1311,1743,121562,0,100
1311,1312,1751,207864,0,100
1312,1313,1747,75922,0,100
1313,1314,1737,54470,0,100
1314,1315,1750,54470,1,100
1315,1316,1738,54470,0,100
1316,1317,1730,69997,0,100
1317,1318,1733,71688,0,100
1318,1319,1735,66544,0,100
1319,1320,1748,67135,0,100
1320,1321,1739,70011,0,100
1321,1322,1732,270102,0,100
1322,1323,1746,69355,0,100
1323,1324,1739,99011,0,100
1324,1325,1724,126256,0,100
1325,1326,1728,217035,0,100
1326,1327,1739,78408,0,100
1327,1328,1737,55054,0,100
1328,1329,1733,55054,0,100
1329,1330,1748,55054,0,100
1330,1331,1737,71028,0,100
1331,1332,1738,73563,0,100
1332,1333,1742,67723,0,100
1333,1334,1729,68185,0,100
1334,1335,1746,71602,0,100
1335,1336,1723,272617,0,100
1336,1337,1748,70318,0,100
1337,1338,1733,103097,0,100
1338,1339,1720,131679,0,100
1339,1340,1738,227194,0,100
1340,1341,1728,81358,0,100
1341,1342,1729,55161,0,100
1342,1343,1734,55161,0,100
1343,1344,1730,55161,0,100
1344,1345,1742,74607,0,100
1345,1346,1733,75589,0,100
1346,1347,1744,65156,0,100
1347,1348,1753,65818,0,100
1348,1349,1742,74531,0,100
1349,1350,1724,159333,0,100
1350,1351,1731,66860,0,100
1351,1352,1734,106636,0,100
1352,1353,1728,137460,0,100
1353,1354,1735,221179,0,100
1354,1355,1749,84236,0,100
1355,1356,1734,48793,0,100
1356,1357,1745,48793,0,100
1357,1358,1729,48793,0,100
1358,1359,1757,75822,0,100
1359,1360,1729,78169,0,100
1360,1361,1733,72064,0,100
1361,1362,1722,72760,0,100
1362,1363,1743,75544,0,100
1363,1364,1744,291076,0,100
1364,1365,1754,75249,0,100
1365,1366,1747,110331,0,100
1366,1367,1726,142760,0,100
1367,1368,1733,240830,0,100
1368,1369,1738,86983,0,100
1369,1370,1742,58810,0,100
1370,1371,1716,58810,0,100
1371,1372,1750,58810,0,100
1372,1373,1720,78311,0,100
1373,1374,1733,80486,0,100
1374,1375,1728,75194,0,100
1375,1376,1734,76141,0,100
1376,1377,1742,78151,0,100
1377,1378,1734,300700,0,100
1378,1379,1736,78549,0,100
1379,1380,1746,114627,0,100
1380,1381,1733,147319,0,100
1381,1382,1719,250642,0,100
1382,1383,1737,89967,0,100
1383,1384,1729,62080,0,100
1384,1385,1729,62080,0,100
1385,1386,1745,62080,0,100
1386,1387,1737,81911,0,100
1387,1388,1742,82880,0,100
1388,1389,1748,78809,0,100
1389,1390,1740,79405,0,100
1390,1391,1754,80125,0,100
1391,1392,1728,312503,0,100
1392,1393,1739,81942,0,100
1393,1394,1727,117711,0,100
1394,1395,1734,153506,0,100
1395,1396,1745,259483,0,100
1396,1397,1748,92726,0,100
1397,1398,1722,65869,0,100
1398,1399,1736,65869,0,100
1399,1400,1748,65869,0,100
1400,1401,1743,83149,0,100
1401,1402,1738,84984,0,100
1402,1403,1737,81028,0,100
1403,1404,1760,82090,0,100
1404,1405,1726,82414,0,100
1405,1406,1741,318740,0,100
1406,1407,1742,84747,0,100
1407,1408,1720,122226,0,100
1408,1409,1741,154231,0,100
1409,1410,1744,268304,0,100
1410,1411,1733,95366,0,100
1411,1412,1746,68491,0,100
1412,1413,1739,68491,0,100
1413,1414,1759,68491,0,100
1414,1415,1725,87208,0,100
1415,1416,1735,87558,0,100
1416,1417,1735,84580,0,100
1417,1418,1736,85676,0,100
1418,1419,1730,84309,0,100
1419,1420,1736,323876,0,100
1420,1421,1737,88468,0,100
1421,1422,1727,125970,0,100
1422,1423,1737,164143,0,100
1423,1424,1717,275789,0,100
1424,1425,1735,98532,0,100
1425,1426,1730,71827,0,100
1426,1427,1741,71827,0,100
1427,1428,1728,71827,0,100
1428,1429,1730,88401,0,100
1429,1430,1742,89951,0,100
1430,1431,1735,86986,0,100
1431,1432,1727,88116,0,100
1432,1433,1721,86768,0,100
1433,1434,1722,337784,0,100
1434,1435,1737,91290,0,100
1435,1436,1724,130175,0,100
1436,1437,1734,170296,0,100
1437,1438,1741,287377,0,100
1438,1439,1726,101249,0,100
1439,1440,1724,74679,0,100
1440,1441,1736,74679,0,100
1441,1442,1738,74679,0,100
1442,1443,1724,92792,0,100
1443,1444,1727,92666,0,100
1444,1445,1735,89795,0,100
1445,1446,1737,91272,0,100
1446,1447,1744,88501,0,100
1447,1448,1731,342036,0,100
1448,1449,1731,93986,0,100
1449,1450,1752,134470,0,100
1450,1451,1742,175341,0,100
1451,1452,1728,296891,0,100
1452,1453,1728,104105,0,100
1453,1454,1775,77193,0,100
1454,1455,1732,77193,0,100
1455,1456,1727,77193,0,100
1456,1457,1718,93339,0,100
1457,1458,1730,94906,0,100
1458,1459,1741,92118,0,100
1459,1460,1733,94224,0,100
1460,1461,1724,90731,0,100
1461,1462,1763,344970,0,100
1462,1463,1748,96834,0,100
1463,1464,1713,138149,0,100
1464,1465,1956,182054,0,100
1465,1466,1942,305574,0,100
1466,1467,1880,107175,0,100
1467,1468,1810,79610,0,100
1468,1469,1774,79610,0,100
1469,1470,1776,79610,0,100
1470,1471,1845,97293,0,100
1471,1472,1638,97303,0,100
1472,1473,1887,94116,0,100
1473,1474,1838,96243,0,100
1474,1475,1768,92629,0,100
1475,1476,1531,358933,0,100
1476,1477,1698,98988,0,100
1477,1478,1816,142703,0,100
1478,1479,1891,187823,0,100
1479,1480,1825,312498,0,100
1480,1481,1762,109945,0,100
1481,1482,1913,81412,0,100
1482,1483,1866,81412,0,100
1483,1484,1820,81412,0,100
1484,1485,1885,98002,0,100
1485,1486,1872,99619,0,100
1486,1487,1822,95996,0,100
1487,1488,1848,98536,0,100
1488,1489,1848,94667,0,100
1489,1490,1814,354806,0,100
1490,1491,1804,100712,0,100
1491,1492,1801,147036,0,100
1492,1493,2021,190185,0,100
1493,1494,1813,316769,0,100
1494,1495,1788,112976,0,100
1495,1496,1744,82962,0,100
1496,1497,1862,82962,0,100
1497,1498,1793,82962,0,100
1498,1499,1905,102057,0,100
1499,1500,1770,102437,0,100
1500,1501,1714,99456,0,100
1501,1502,1865,101885,0,100
1502,1503,1680,96867,0,100
1503,1504,1744,370917,0,100
1504,1505,1857,104341,0,100
1505,1506,2080,151480,0,100
1506,1507,1903,198573,0,100
1507,1508,1919,332901,0,100
1508,1509,1925,116395,0,100
1509,1510,1810,86991,0,100
1510,1511,1928,86991,0,100
1511,1512,1818,86991,0,100
1512,1513,1909,104872,0,100
1513,1514,1894,105207,0,100
1514,1515,1829,101861,0,100
1515,1516,1899,104504,0,100
1516,1517,1898,98822,0,100
1517,1518,1892,376963,0,100
1518,1519,1889,107021,0,100
1519,1520,1879,156299,0,100
1520,1521,1854,206495,0,100
1521,1522,1901,342213,0,100
1522,1523,1779,119368,0,100
1523,1524,1769,89253,0,100
1524,1525,1830,89253,0,100
1525,1526,2006,89253,0,100
1526,1527,1806,106479,0,100
1527,1528,1630,107427,0,100
1528,1529,1845,104187,0,100
1529,1530,1937,106630,0,100
1530,1531,2002,101818,0,100
1531,1532,1901,383521,0,100
1532,1533,1912,109699,0,100
1533,1534,1835,160144,0,100
1534,1535,1851,212748,0,100
1535,1536,1844,351808,0,100
1536,1537,1843,122058,0,100
1537,1538,1851,91584,0,100
1538,1539,1859,91584,0,100
1539,1540,1840,91584,0,100
1540,1541,1909,110531,0,100
1541,1542,1860,110281,0,100
1542,1543,1865,106640,0,100
1543,1544,1858,109631,0,100
1544,1545,1838,103695,0,100
1545,1546,1852,395013,0,100
1546,1547,1855,112586,0,100
1547,1548,1867,165112,0,100
1548,1549,1851,218310,0,100
1549,1550,1866,359989,0,100
1550,1551,1873,125565,0,100
1551,1552,1850,94429,0,100
1552,1553,1853,94429,0,100
1553,1554,1848,94429,0,100
1554,1555,1847,113451,0,100
1555,1556,1863,112292,0,100
1556,1557,1852,109364,0,100
1557,1558,1845,112703,0,100
1558,1559,1866,105816,0,100
1559,1560,1850,397563,0,100
1560,1561,1846,115736,0,100
1561,1562,1864,169799,0,100
1562,1563,1849,191084,0,100
1563,1564,1873,366846,0,100
1564,1565,1836,128509,0,100
1565,1566,1894,97206,0,100
1566,1567,1730,97206,0,100
1567,1568,1962,97206,0,100
1568,1569,1742,115035,0,100
1569,1570,1772,115643,0,100
1570,1571,1677,110559,0,100
1571,1572,1705,114441,0,100
1572,1573,1803,108734,0,100
1573,1574,1790,411599,0,100
1574,1575,1795,117557,0,100
1575,1576,1806,174430,0,100
1576,1577,1802,220012,0,100
1577,1578,1819,383618,0,100
1578,1579,1805,131789,0,100
1579,1580,1819,98016,0,100
1580,1581,1778,98016,0,100
1581,1582,1784,98016,0,100
1582,1583,1803,118154,0,100
1583,1584,1810,118083,0,100
1584,1585,1794,112756,0,100
1585,1586,1804,116845,0,100
1586,1587,1804,110500,0,100
1587,1588,1811,413559,0,100
1588,1589,1802,119792,0,100
1589,1590,1822,179679,0,100
1590,1591,1832,238936,0,100
1591,1592,1851,389119,0,100
1592,1593,1834,135029,0,100
1593,1594,1820,99485,0,100
1594,1595,1813,99485,0,100
1595,1596,1796,99485,0,100
1596,1597,1915,121116,0,100
1597,1598,1980,121176,0,100
1598,1599,1810,115774,0,100
1599,1600,1785,120123,0,100
1600,1601,1789,112723,0,100
1601,1602,1801,418848,0,100
1602,1603,1811,123190,0,100
1603,1604,1807,183787,0,100
1604,1605,1625,244990,0,100
1605,1606,1828,400053,0,100
1606,1607,1804,138372,0,100
1607,1608,1839,104217,0,100
1608,1609,1752,104217,0,100
1609,1610,1764,104217,0,100
1610,1611,1785,123055,0,100
1611,1612,1824,123890,0,100
1612,1613,1860,118841,0,100
1613,1614,1845,123268,0,100
1614,1615,1833,115130,0,100
1615,1616,1830,426044,0,100
1616,1617,1857,126675,0,100
1617,1618,1866,189285,0,100
1618,1619,1861,218603,0,100
1619,1620,1842,401010,0,100
1620,1621,1861,141427,0,100
1621,1622,1830,107162,0,100
1622,1623,1842,107162,0,100
1623,1624,1835,107162,0,100
1624,1625,1841,126813,0,100
1625,1626,1851,126304,0,100
1626,1627,1855,120348,0,100
1627,1628,1835,125036,0,100
1628,1629,1896,118210,0,100
1629,1630,1702,423943,0,100
1630,1631,1702,128025,0,100
1631,1632,1684,194008,0,100
1632,1633,1694,238069,0,100
1633,1634,1677,413331,0,100
1634,1635,1677,145175,0,100
1635,1636,1679,108059,0,100
1636,1637,1671,108059,0,100
1637,1638,1685,108059,0,100
1638,1639,1686,128338,0,100
1639,1640,1705,129295,0,100
1640,1641,1682,123792,0,100
1641,1642,1678,128894,0,100
1642,1643,1671,119985,0,100
1643,1644,1670,442393,0,100
1644,1645,1675,132066,0,100
1645,1646,1674,199212,0,100
1646,1647,1675,266924,0,100
1647,1648,1664,429562,0,100
1648,1649,1670,148447,0,100
1649,1650,1682,112263,0,100
1650,1651,1665,112263,0,100
1651,1652,1684,112263,0,100
1652,1653,1678,131331,0,100
1653,1654,1683,132214,0,100
1654,1655,1683,125909,0,100
1655,1656,1671,131015,0,100
1656,1657,1673,122348,0,100
1657,1658,1684,447216,0,100
1658,1659,1673,135073,0,100
1659,1660,1676,204817,0,100
1660,1661,1672,273382,0,100
1661,1662,1678,440158,0,100
1662,1663,1662,151573,0,100
1663,1664,1682,115052,0,100
1664,1665,1683,115052,0,100
1665,1666,1681,115052,0,100
1666,1667,1690,134387,0,100
1667,1668,1675,135197,0,100
1668,1669,1695,128527,0,100
1669,1670,1669,133932,0,100
1670,1671,1686,124575,0,100
1671,1672,1670,462692,0,100
1672,1673,1678,137496,0,100
1673,1674,1685,209343,0,100
1674,1675,1693,279108,0,100
1675,1676,1670,454837,0,100
1676,1677,1697,155538,0,100
1677,1678,1668,117660,0,100
1678,1679,1683,117660,0,100
1679,1680,1663,117660,0,100
1680,1681,1686,139352,0,100
1681,1682,1685,137999,0,100
1682,1683,1671,130508,0,100
1683,1684,1682,136146,0,100
1684,1685,1673,127434,0,100
1685,1686,1684,467543,0,100
1686,1687,1686,139619,0,100
1687,1688,1697,214906,0,100
1688,1689,1719,286099,0,100
1689,1690,1724,461573,0,100
1690,1691,1748,158497,0,100
1691,1692,1740,118766,0,100
1692,1693,1736,118766,0,100
1693,1694,1729,118766,0,100
1694,1695,1732,143164,0,100
1695,1696,1730,139453,0,100
1696,1697,1733,134451,0,100
1697,1698,1734,138357,0,100
1698,1699,1732,131829,0,100
1699,1700,1810,298342,0,100
1700,1701,1723,143021,0,100
1701,1702,1785,220320,0,100
1702,1703,1727,288933,0,100
1703,1704,1735,458682,0,100
1704,1705,1734,161745,0,100
1705,1706,1717,117909,0,100
1706,1707,1729,117909,0,100
1707,1708,1742,117909,0,100
1708,1709,1743,144982,0,100
1709,1710,1737,143760,0,100
1710,1711,1744,135163,0,100
1711,1712,1733,141764,0,100
1712,1713,1728,131491,0,100
1713,1714,1727,480479,0,100
1714,1715,1726,144778,0,100
1715,1716,1757,225623,0,100
1716,1717,1731,301881,0,100
1717,1718,1744,484737,0,100
1718,1719,1750,165755,0,100
1719,1720,1723,124092,0,100
1720,1721,1744,124092,0,100
1721,1722,1734,124092,0,100
1722,1723,1734,145757,0,100
1723,1724,1743,146857,0,100
1724,1725,1736,138368,0,100
1725,1726,1736,145680,0,100
1726,1727,1749,134253,0,100
1727,1728,1722,490957,0,100
1728,1729,1743,148916,0,100
1729,1730,1728,231491,0,100
1730,1731,1739,308635,0,100
1731,1732,1728,498459,0,100
1732,1733,1738,169121,0,100
1733,1734,1736,129084,0,100
1734,1735,1737,129084,0,100
1735,1736,1735,129084,0,100
1736,1737,1737,151933,0,100
1737,1738,1748,149896,0,100
1738,1739,1742,141203,0,100
1739,1740,1740,148761,0,100
1740,1741,1737,136685,0,100
1741,1742,1743,495440,0,100
1742,1743,1729,151619,0,100
1743,1744,1739,236325,0,100
1744,1745,1724,308280,0,100
1745,1746,1735,512517,0,100
1746,1747,1734,172482,0,100
1747,1748,1746,132448,0,100
1748,1749,1738,132448,0,100
1749,1750,1724,132448,0,100
1750,1751,1756,154190,0,100
1751,1752,1719,152957,0,100
1752,1753,1743,144097,0,100
1753,1754,1727,151872,0,100
1754,1755,1749,139136,0,100
1755,1756,1742,508911,0,100
1756,1757,1763,154842,0,100
1757,1758,1736,242394,0,100
1758,1759,1726,324133,0,100
1759,1760,1713,521199,0,100
1760,1761,1743,175842,0,100
1761,1762,1751,135578,0,100
1762,1763,1747,135578,0,100
1763,1764,1737,135578,0,100
1764,1765,1750,156214,0,100
1765,1766,1738,155981,0,100
1766,1767,1730,143981,0,100
1767,1768,1733,152515,0,100
1768,1769,1735,141170,0,100
1769,1770,1748,504549,0,100
1770,1771,1739,155525,0,100
1771,1772,1732,247766,0,100
1772,1773,1746,329435,0,100
1773,1774,1739,512527,0,100
1774,1775,1724,179621,0,100
1775,1776,1728,135342,0,100
1776,1777,1739,135342,0,100
1777,1778,1737,135342,0,100
1778,1779,1733,157929,0,100
1779,1780,1748,159054,0,100
1780,1781,1737,148570,0,100
1781,1782,1738,157568,0,100
1782,1783,1742,144772,0,100
1783,1784,1729,529343,0,100
1784,1785,1746,160917,0,100
1785,1786,1723,253881,0,100
1786,1787,1748,337259,0,100
1787,1788,1733,529309,0,100
1788,1789,1720,183334,0,100
1789,1790,1738,141890,0,100
1790,1791,1728,141890,0,100
1791,1792,1729,141890,0,100
1792,1793,1734,162053,0,100
1793,1794,1730,162441,0,100
1794,1795,1742,150223,0,100
1795,1796,1733,159987,0,100
1796,1797,1744,146354,0,100
1797,1798,1753,528747,0,100
1798,1799,1742,163229,0,100
1799,1800,1724,260085,0,100
1800,1801,1731,344921,0,100
1801,1802,1734,562635,0,100
1802,1803,1728,187045,0,100
1803,1804,1735,144399,0,100
1804,1805,1749,144399,0,100
1805,1806,1734,144399,0,100
1806,1807,1745,164968,0,100
1807,1808,1729,165177,0,100
1808,1809,1757,151960,0,100
1809,1810,1729,162341,0,100
1810,1811,1733,149237,0,100
1811,1812,1722,548507,0,100
1812,1813,1743,165642,0,100
1813,1814,1744,265294,0,100
1814,1815,1754,352169,0,100
1815,1816,1747,569480,0,100
1816,1817,1726,190589,0,100
1817,1818,1733,145314,0,100
1818,1819,1738,145314,0,100
1819,1820,1742,145314,0,100
1820,1821,1716,167194,0,100
1821,1822,1750,168054,0,100
1822,1823,1720,154993,0,100
1823,1824,1733,165813,0,100
1824,1825,1728,152282,0,100
1825,1826,1734,560479,0,100
1826,1827,1742,169433,0,100
1827,1828,1734,271507,0,100
1828,1829,1736,362202,0,100
1829,1830,1746,584301,0,100
1830,1831,1733,194097,0,100
1831,1832,1794,150065,0,100
1832,1833,1804,150065,0,100
1833,1834,1804,150065,0,100
1834,1835,1811,170955,0,100
1835,1836,1802,172045,0,100
1836,1837,1822,159974,0,100
1837,1838,1832,170334,0,100
1838,1839,1851,154631,0,100
1839,1840,1834,556727,0,100
1840,1841,1820,174638,0,100
1841,1842,1813,277811,0,100
1842,1843,1796,369087,0,100
1843,1844,1915,582463,0,100
1844,1845,1980,197773,0,100
1845,1846,1810,154910,0,100
1846,1847,1785,154910,0,100
1847,1848,1789,154910,0,100
1848,1849,1801,173907,0,100
1849,1850,1811,175025,0,100
1850,1851,1807,160289,0,100
1851,1852,1625,171850,0,100
1852,1853,1828,157192,0,100
1853,1854,1804,570817,0,100
1854,1855,1839,175618,0,100
1855,1856,1752,283763,0,100
1856,1857,1830,378584,0,100
1857,1858,1841,610960,0,100
1858,1859,1698,201595,0,100
1859,1860,1803,156496,0,100
1860,1861,1883,156496,0,100
1861,1862,1811,156496,0,100
1862,1863,1733,177551,0,100
1863,1864,1878,178075,0,100
1864,1865,1844,162758,0,100
1865,1866,1833,174334,0,100
1866,1867,1850,159077,0,100
1867,1868,1848,580986,0,100
1868,1869,1872,178210,0,100
