,id,mean,size,label,weight
461,462,2682,89253,1,100
462,463,3419,106479,1,100
463,464,3446,107427,1,100
464,465,3430,104187,1,100
465,466,3461,106630,1,100
466,467,3527,101818,1,100
467,468,13348,383521,1,100
468,469,3400,109699,1,100
469,470,2005,160144,0,100
470,471,2010,212748,0,100
471,472,1999,351808,0,100
472,473,1866,122058,0,100
473,474,2482,91584,1,100
474,475,2580,91584,1,100
475,476,2512,91584,1,100
476,477,3157,110531,1,100
477,478,3313,110281,1,100
478,479,3473,106640,1,100
479,480,3508,109631,1,100
480,481,3589,103695,1,100
481,482,13666,395013,1,100
482,483,3460,112586,1,100
483,484,1993,165112,0,100
484,485,2029,218310,0,100
485,486,2006,359989,0,100
486,487,1869,125565,0,100
487,488,2538,94429,1,100
488,489,2527,94429,1,100
489,490,2521,94429,1,100
490,491,3255,113451,1,100
491,492,3427,112292,1,100
492,493,3578,109364,1,100
493,494,3589,112703,1,100
494,495,3690,105816,1,100
495,496,14100,397563,1,100
496,497,3566,115736,1,100
497,498,2122,169799,0,100
498,499,2089,191084,0,100
499,500,2057,366846,0,100
500,501,1935,128509,0,100
501,502,2605,97206,1,100
502,503,2630,97206,1,100
503,504,2636,97206,1,100
504,505,3308,115035,1,100
505,506,3469,115643,1,100
506,507,3624,110559,1,100
507,508,3653,114441,1,100
508,509,3709,108734,1,100
509,510,14372,411599,1,100
510,511,3606,117557,1,100
511,512,2096,174430,0,100
512,513,2065,220012,0,100
513,514,2028,383618,0,100
514,515,1963,131789,0,100
515,516,2648,98016,1,100
516,517,2622,98016,1,100
517,518,2651,98016,1,100
518,519,3350,118154,1,100
519,520,3511,118083,1,100
520,521,3669,112756,1,100
521,522,3732,116845,1,100
522,523,3815,110500,1,100
523,524,14812,413559,1,100
524,525,3688,119792,1,100
525,526,2109,179679,0,100
526,527,2114,238936,0,100
527,528,2066,389119,0,100
528,529,1931,135029,0,100
529,530,2655,99485,1,100
530,531,2665,99485,1,100
531,532,2660,99485,1,100
532,533,3389,121116,1,100
533,534,3562,121176,1,100
534,535,3746,115774,1,100
535,536,3771,120123,1,100
536,537,3831,112723,1,100
537,538,15579,418848,1,100
538,539,3732,123190,1,100
539,540,2122,183787,0,100
540,541,2102,244990,0,100
541,542,2112,400053,0,100
542,543,1950,138372,0,100
543,544,2684,104217,0,100
544,545,2688,104217,1,100
545,546,2704,104217,1,100
546,547,3443,123055,1,100
547,548,3640,123890,1,100
548,549,3845,118841,1,100
549,550,3836,123268,1,100
550,551,3952,115130,1,100
551,552,15553,426044,1,100
552,553,3814,126675,1,100
553,554,2125,189285,0,100
554,555,2105,218603,0,100
555,556,2087,401010,0,100
556,557,1957,141427,0,100
557,558,2740,107162,1,100
558,559,2755,107162,1,100
559,560,2700,107162,0,100
560,561,3504,126813,1,100
561,562,3714,126304,1,100
562,563,3860,120348,1,100
563,564,3842,125036,1,100
564,565,4059,118210,1,100
565,566,16139,423943,1,100
566,567,3895,128025,1,100
567,568,2142,194008,0,100
568,569,2119,238069,0,100
569,570,2159,413331,0,100
570,571,1962,145175,0,100
571,572,2734,108059,1,100
572,573,2740,108059,1,100
573,574,2740,108059,1,100
574,575,3522,128338,1,100
575,576,3812,129295,1,100
576,577,3938,123792,1,100
577,578,3994,128894,1,100
578,579,4052,119985,1,100
579,580,16407,442393,1,100
580,581,3961,132066,1,100
581,582,2152,199212,0,100
582,583,2135,266924,0,100
583,584,2101,429562,0,100
584,585,1965,148447,0,100
585,586,2746,112263,1,100
586,587,2770,112263,1,100
587,588,2782,112263,1,100
588,589,3598,131331,1,100
589,590,3804,132214,1,100
590,591,4012,125909,1,100
591,592,4032,131015,1,100
592,593,4117,122348,1,100
593,594,17078,447216,1,100
594,595,4023,135073,1,100
595,596,2157,204817,0,100
596,597,2144,273382,0,100
597,598,2119,440158,0,100
598,599,1978,151573,0,100
599,600,2784,115052,1,100
600,601,2830,115052,0,100
601,602,2789,115052,1,100
602,603,3652,134387,1,100
603,604,3859,135197,1,100
604,605,4048,128527,1,100
605,606,4051,133932,1,100
606,607,4173,124575,1,100
607,608,17175,462692,1,100
608,609,4075,137496,1,100
609,610,2171,209343,0,100
610,611,2190,279108,0,100
611,612,2122,454837,0,100
612,613,1970,155538,0,100
613,614,2882,117660,1,100
614,615,2858,117660,1,100
615,616,2817,117660,1,100
616,617,3751,139352,1,100
617,618,3918,137999,1,100
618,619,4122,130508,1,100
619,620,4136,136146,1,100
620,621,4246,127434,1,100
621,622,17620,467543,1,100
622,623,4169,139619,1,100
623,624,2196,214906,0,100
624,625,2187,286099,0,100
625,626,2141,461573,0,100
626,627,1987,158497,0,100
627,628,2870,118766,1,100
628,629,2833,118766,1,100
629,630,2888,118766,1,100
630,631,3746,143164,1,100
631,632,3983,139453,1,100
632,633,4207,134451,1,100
633,634,4214,138357,1,100
634,635,4302,131829,1,100
635,636,18097,298342,1,100
636,637,4163,143021,1,100
637,638,2211,220320,0,100
638,639,2212,288933,0,100
639,640,2176,458682,0,100
640,641,1992,161745,0,100
641,642,2905,117909,1,100
642,643,2894,117909,1,100
643,644,2857,117909,1,100
644,645,3831,144982,1,100
645,646,4045,143760,1,100
646,647,4346,135163,1,100
647,648,4430,141764,1,100
648,649,4831,131491,1,100
649,650,18654,480479,1,100
650,651,4458,144778,1,100
651,652,2381,225623,0,100
652,653,2314,301881,0,100
653,654,2334,484737,0,100
654,655,2176,165755,0,100
655,656,3076,124092,1,100
656,657,3120,124092,1,100
657,658,3080,124092,1,100
658,659,4157,145757,1,100
659,660,4277,146857,1,100
660,661,4538,138368,1,100
661,662,4489,145680,1,100
662,663,4596,134253,1,100
663,664,19094,490957,1,100
664,665,4478,148916,1,100
665,666,2360,231491,0,100
666,667,2389,308635,0,100
667,668,2332,498459,0,100
668,669,2135,169121,0,100
669,670,3143,129084,1,100
670,671,3095,129084,1,100
671,672,3119,129084,1,100
672,673,4125,151933,1,100
673,674,4356,149896,1,100
674,675,4561,141203,1,100
675,676,4559,148761,1,100
676,677,4664,136685,1,100
677,678,19567,495440,1,100
678,679,4537,151619,1,100
679,680,2395,236325,0,100
680,681,2391,308280,0,100
681,682,2386,512517,0,100
682,683,2124,172482,0,100
683,684,3152,132448,1,100
684,685,3136,132448,1,100
685,686,3120,132448,1,100
686,687,4179,154190,1,100
687,688,4460,152957,1,100
688,689,4652,144097,1,100
689,690,4792,151872,1,100
690,691,4735,139136,1,100
691,692,19966,508911,1,100
692,693,4605,154842,1,100
693,694,2439,242394,0,100
694,695,2408,324133,0,100
695,696,2393,521199,0,100
696,697,2152,175842,0,100
697,698,3170,135578,1,100
698,699,3199,135578,1,100
699,700,3267,135578,1,100
700,701,4018,156214,1,100
701,702,4248,155981,1,100
702,703,4469,143981,1,100
703,704,4475,152515,1,100
704,705,4600,141170,1,100
705,706,20219,504549,1,100
706,707,4526,155525,1,100
707,708,2178,247766,0,100
708,709,2206,329435,0,100
709,710,2154,512527,0,100
710,711,1980,179621,0,100
711,712,3012,135342,1,100
712,713,3006,135342,1,100
713,714,3016,135342,1,100
714,715,4075,157929,1,100
715,716,4297,159054,1,100
716,717,4513,148570,1,100
717,718,4559,157568,1,100
718,719,4689,144772,1,100
719,720,20640,529343,1,100
720,721,4612,160917,1,100
721,722,2229,253881,0,100
722,723,2307,337259,0,100
723,724,2200,529309,0,100
724,725,2085,183334,0,100
725,726,3062,141890,1,100
726,727,3075,141890,1,100
727,728,3070,141890,1,100
728,729,4119,162053,1,100
729,730,4410,162441,1,100
730,731,4710,150223,1,100
731,732,4685,159987,1,100
732,733,4845,146354,1,100
733,734,21121,528747,1,100
734,735,4647,163229,1,100
735,736,2249,260085,0,100
736,737,2255,344921,0,100
737,738,2224,562635,0,100
738,739,2018,187045,0,100
739,740,3098,144399,1,100
740,741,3130,144399,1,100
741,742,3115,144399,1,100
742,743,4242,164968,1,100
743,744,4491,165177,1,100
744,745,4745,151960,1,100
745,746,4791,162341,1,100
746,747,4896,149237,1,100
747,748,21936,548507,1,100
748,749,4750,165642,1,100
749,750,2294,265294,0,100
750,751,2296,352169,0,100
751,752,2245,569480,0,100
752,753,2037,190589,0,100
753,754,3129,145314,1,100
754,755,3230,145314,1,100
755,756,3138,145314,1,100
756,757,4282,167194,1,100
757,758,4568,168054,1,100
758,759,4778,154993,1,100
759,760,4834,165813,1,100
760,761,4947,152282,1,100
761,762,22102,560479,1,100
762,763,4801,169433,1,100
763,764,2286,271507,0,100
764,765,2285,362202,0,100
765,766,2276,584301,0,100
766,767,2052,194097,0,100
767,768,3206,150065,1,100
768,769,3232,150065,1,100
769,770,3193,150065,1,100
770,771,4392,170955,1,100
771,772,4681,172045,1,100
772,773,4856,159974,1,100
773,774,4899,170334,1,100
774,775,5041,154631,1,100
775,776,22877,556727,0,100
776,777,4898,174638,1,100
777,778,2321,277811,0,100
778,779,2313,369087,0,100
779,780,2270,582463,0,100
780,781,2061,197773,0,100
781,782,3241,154910,1,100
782,783,3206,154910,1,100
783,784,3294,154910,1,100
784,785,4438,173907,1,100
785,786,4695,175025,1,100
786,787,4944,160289,1,100
787,788,5007,171850,1,100
788,789,5210,157192,1,100
789,790,23534,570817,1,100
790,791,4954,175618,1,100
791,792,2332,283763,0,100
792,793,2372,378584,0,100
793,794,2282,610960,0,100
794,795,2071,201595,0,100
795,796,3249,156496,1,100
796,797,3254,156496,1,100
797,798,3240,156496,1,100
798,799,4482,177551,1,100
799,800,4822,178075,1,100
800,801,5081,162758,1,100
801,802,5032,174334,1,100
802,803,5217,159077,1,100
803,804,23661,580986,1,100
804,805,5048,178210,1,100
805,806,2343,290155,0,100
806,807,2384,378972,0,100
807,808,2345,614370,0,100
808,809,2080,205197,0,100
809,810,3278,158999,1,100
810,811,3294,158999,1,100
811,812,3267,158999,1,100
812,813,4621,179509,1,100
813,814,4889,181589,1,100
814,815,5119,164607,1,100
815,816,5121,176998,1,100
816,817,5272,162157,1,100
817,818,23983,586058,1,100
818,819,5097,181332,1,100
819,820,2372,295454,0,100
820,821,2377,393600,0,100
821,822,2297,627515,0,100
822,823,2090,208924,0,100
823,824,3303,161740,1,100
824,825,3314,161740,1,100
825,826,3308,161740,1,100
826,827,4626,182491,1,100
827,828,4927,185381,1,100
828,829,5188,167327,1,100
829,830,5224,180365,1,100
830,831,5354,164740,1,100
831,832,24598,594492,1,100
832,833,5221,183947,1,100
833,834,2345,302056,0,100
834,835,2411,398426,0,100
835,836,2322,649644,0,100
836,837,2088,212846,0,100
837,838,3373,164982,1,100
838,839,3372,164982,1,100
839,840,3358,164982,1,100
840,841,4677,185554,1,100
841,842,5046,187972,1,100
842,843,5223,168110,1,100
843,844,5272,180690,1,100
844,845,5450,168202,1,100
845,846,25075,594700,1,100
846,847,5281,184930,1,100
847,848,2374,308330,0,100
848,849,2409,405325,0,100
849,850,2345,629483,0,100
850,851,2108,216759,0,100
851,852,3356,163484,1,100
852,853,3403,163484,1,100
853,854,3386,163484,1,100
854,855,4771,189908,1,100
855,856,5114,191403,1,100
856,857,5323,170993,1,100
857,858,5325,185151,1,100
858,859,5490,170054,1,100
859,860,26196,618996,1,100
860,861,5346,188781,1,100
861,862,2601,314881,0,100
862,863,2573,418488,0,100
863,864,2542,676240,0,100
864,865,2128,220423,0,100
865,866,3682,169488,1,100
866,867,3530,169488,1,100
867,868,3590,169488,1,100
868,869,4963,188303,1,100
869,870,5390,194975,1,100
870,871,5453,174202,1,100
871,872,5442,187685,1,100
872,873,5449,172315,1,100
873,874,26399,620134,1,100
874,875,5474,192027,1,100
875,876,2452,321917,0,100
876,877,2526,414360,0,100
877,878,2504,682018,0,100
878,879,2081,223938,0,100
879,880,3694,172448,1,100
880,881,3531,172448,1,100
881,882,3591,172448,1,100
882,883,5247,194267,1,100
883,884,5145,197838,1,100
884,885,5577,176636,1,100
885,886,5441,190571,1,100
886,887,5751,174297,1,100
887,888,26754,608869,1,100
888,889,5448,194202,1,100
889,890,2577,327322,0,100
890,891,2627,435384,0,100
891,892,2547,694925,0,100
892,893,2188,226913,0,100
893,894,3609,174137,1,100
894,895,3545,174137,1,100
895,896,3562,174137,1,100
896,897,5157,197544,1,100
897,898,5592,201639,1,100
898,899,5806,178406,1,100
899,900,5926,192606,1,100
900,901,6071,176601,1,100
901,902,28013,632730,1,100
902,903,5701,196524,1,100
903,904,2503,334607,0,100
904,905,2420,444181,0,100
905,906,2588,705353,0,100
906,907,2240,231159,0,100
907,908,3710,176753,1,100
908,909,3759,176753,1,100
909,910,3782,176753,1,100
910,911,5293,201493,1,100
911,912,5517,204644,1,100
912,913,5825,183081,1,100
913,914,5549,196125,1,100
914,915,5997,179815,1,100
915,916,28469,629084,1,100
916,917,5776,200607,1,100
917,918,2517,340811,0,100
918,919,2565,424164,0,100
919,920,2588,726671,0,100
920,921,2224,234454,0,100
921,922,3672,179080,1,100
922,923,3675,179080,1,100
923,924,3688,179080,1,100
924,925,5182,202336,1,100
925,926,5408,208409,1,100
926,927,5712,180858,1,100
927,928,5720,196233,1,100
928,929,6061,181627,1,100
929,930,28749,653714,1,100
930,931,5593,199352,1,100
931,932,2517,347818,0,100
932,933,2538,440185,0,100
933,934,2584,741291,0,100
934,935,1862,238923,0,100
935,936,3816,179203,1,100
936,937,3661,179203,1,100
937,938,3834,179203,1,100
938,939,5383,205954,1,100
939,940,5439,211362,1,100
940,941,6013,182585,1,100
941,942,5845,197454,1,100
942,943,6076,183997,1,100
943,944,29224,660586,1,100
944,945,6084,201359,1,100
945,946,2638,354457,0,100
946,947,2504,468607,0,100
947,948,2714,745175,0,100
948,949,2287,242377,0,100
949,950,3762,179840,1,100
950,951,3714,179840,1,100
951,952,3795,179840,1,100
952,953,5405,208874,1,100
953,954,5777,214705,1,100
954,955,5985,181548,1,100
955,956,6003,197912,1,100
956,957,6141,186816,1,100
957,958,29412,670821,1,100
958,959,5967,201342,1,100
959,960,2542,360384,0,100
960,961,2573,474957,0,100
961,962,2595,760153,0,100
962,963,2216,246160,0,100
963,964,3757,178537,1,100
964,965,3768,178537,1,100
965,966,3769,178537,1,100
966,967,5355,214657,1,100
967,968,5565,218397,1,100
968,969,6025,181030,1,100
969,970,6062,197116,1,100
970,971,6247,188905,1,100
971,972,29746,675192,1,100
972,973,6039,200389,1,100
973,974,2559,366283,0,100
974,975,2622,469493,1,100
975,976,2608,757342,0,100
976,977,2210,250003,0,100
977,978,3796,174927,1,100
978,979,3798,174927,1,100
979,980,3788,174927,1,100
980,981,5313,182527,1,100
981,982,5674,220817,1,100
982,983,6108,158165,1,100
983,984,6055,177866,1,100
984,985,6296,186454,1,100
985,986,28287,109640,0,100
986,987,5956,180053,1,100
987,988,1742,175035,0,100
988,989,1745,76356,0,100
989,990,2371,342798,0,100
990,991,2078,231974,0,100
991,992,3636,152761,1,100
992,993,3640,152761,1,100
993,994,3660,152761,1,100
994,995,5365,217566,1,100
